session_id,seq,k_before,k_after,agent,mode,repo,file_path,content_chars,input_chars,max_earlier_read_chars,rewrite_ratio,output_usd_estimate,stratum_pick,stratum
4b1935f2-997b-4117-aaed-e129ed1ceae6,1008,10,5,claude_code,human,enismustafaj/baulog,README.md,8501,9187,12872,0.6604257302672467,0.03187875,random,claude_code|human
ses_178885d42ffe8daG4lOcU4Vm8r,583,10,5,opencode,vibe,Coderx85/wave,src/pages/AccountPage.tsx,8492,8977,93,91.31182795698925,,random,opencode|vibe
4b7bf3d3-0d31-4237-918f-b56804225f2c,1014,10,5,claude_code,unknown,entireio/cli-checkpoints,cmd/entire/cli/agent/cursor/chatexport.go,8462,9249,5194,1.6291875240662304,0.0528875,random,claude_code|unknown
75b95053-adb5-472f-bafd-ee45562b45c4,263,10,5,claude_code,human,marcus-sa/brain,app/src/client/routes/settings-page.test.tsx,8274,8750,8875,0.932281690140845,0.0517125,random,claude_code|human
311dfedb-2d03-4718-894a-3dc5abdee770,731,10,5,claude_code,vibe,codyborders/pup-mcp,src/pup_mcp/tools/slos.py,8181,8683,2985,2.7407035175879395,0.05113125,random,claude_code|vibe
763e0b75-dd74-49da-9e0a-a07f8e0b46a0-e2ec057c4768,227,10,5,cursor,collab,jakobtfaber/dsa110-FLITS,/Users/jakobfaber/Developer/repos/github.com/jakobtfaber/dsa110-FLITS/scripts/query_machine_inventory.py,8093,8682,,,,random,cursor|collab
763e0b75-dd74-49da-9e0a-a07f8e0b46a0-6b4cf6c89ca8,229,10,5,cursor,collab,jakobtfaber/dsa110-FLITS,/Users/jakobfaber/Developer/repos/github.com/jakobtfaber/dsa110-FLITS/scripts/query_machine_inventory.py,8093,8682,,,,random,cursor|collab
ses_10a768004ffeHAmBUOMS9czhcG,152,10,5,opencode,vibe,Coderx85/wave,server/README.md,7798,8588,84,92.83333333333333,,random,opencode|vibe
6dccd523-72ba-4cb2-b043-2422d5fa2cda,287,10,5,claude_code,vibe,E2E-Solution/cli,cmd/entire/cli/wingman_review.go,7763,8472,9015,0.861120354963949,0.04851875,random,claude_code|vibe
75d53512-4c22-4709-aaf5-3acbcd65939e,188,10,5,claude_code,human,rolopez23/agent-harness,skills/plan/SKILL.md,7739,8176,8419,0.9192303123886447,0.02902125,random,claude_code|human
b1af5faf-a6ab-4363-9103-f379d15d5e60,1819,10,5,claude_code,vibe,marcus-sa/brain,docs/feature/regorus-policy-eval/deliver/roadmap.json,7738,8394,4418,1.7514712539610684,0.0483625,random,claude_code|vibe
019df9cd-55af-78a1-ba56-85910d0fd078-f15a3e31c54b,7868,10,5,codex,collab,entireio/cli-checkpoints,cmd/entire/cli/review_context_test.go,7731,7731,,,0.0579825,random,codex|collab
019df9cd-55af-78a1-ba56-85910d0fd078-6778b9191d07,7868,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/review_context_test.go,7731,7731,,,0.0579825,random,codex|unknown
019ec66b-5210-7711-a71e-86632c398f1f,915,10,5,codex,collab,blackgirlbytes/planetfall-seed-signalkit,src/fallingProps.js,7516,7516,,,0.05637,random,codex|collab
ses_178885d42ffe8daG4lOcU4Vm8r,1181,10,5,opencode,vibe,Coderx85/wave,src/pages/HomePage.tsx,7420,7844,11229,0.6607890284085849,,random,opencode|vibe
ses_10a768004ffeHAmBUOMS9czhcG,70,10,5,opencode,vibe,Coderx85/wave,client/src/__tests__/NotificationPage.spec.tsx,7376,7867,8507,0.867050664158928,,random,opencode|vibe
71b7ebb0-9f9c-436f-9037-b8ec1849d6a0,457,10,5,claude_code,human,ishaan812/devlog,video/src/scenes/Scene5Final.tsx,7253,7718,6228,1.1645793192035967,0.04533125,random,claude_code|human
019d9923-f0ad-7a83-b863-8ca032cffdf8-86850acdb1d4,4321,10,5,codex,human,entireio/cli-checkpoints,cmd/entire/cli/dispatch_wizard_test.go,7244,7244,,,0.027165,random,codex|human
77e148b8-d479-4609-8980-471c85003c07,123,10,5,claude_code,vibe,PackmindHub/context-evaluator,frontend/src/components/RemediationProgress.tsx,7182,8695,3380,2.1248520710059173,0.0448875,random,claude_code|vibe
6dc18778-5e96-4800-8a13-4e327516745c,724,10,5,claude_code,human,PanthroCorp-Limited/openclaw-skills,google-workspace/internal/config/config_test.go,7169,7950,3100,2.3125806451612902,0.04480625,random,claude_code|human
c5d41277-cf78-4655-b9b1-fa4fe07cb5f0,882,10,5,claude_code,vibe,Safecast/safecast-new-map,cmd/unified-server/admin_realtime.go,7134,7966,8314,0.8580707240798653,0.0445875,random,claude_code|vibe
019df9cd-55af-78a1-ba56-85910d0fd078-f15a3e31c54b,7857,10,5,codex,collab,entireio/cli-checkpoints,cmd/entire/cli/review_context.go,7048,7048,,,0.05286,random,codex|collab
019df9cd-55af-78a1-ba56-85910d0fd078-6778b9191d07,7857,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/review_context.go,7048,7048,,,0.05286,random,codex|unknown
019dc5cf-260a-7f11-9145-99a00a8d475f,158,10,5,codex,collab,enismustafaj/baulog,context_engine/engine.py,7004,7004,,,0.05253,random,codex|collab
019e6db7-a97a-7852-954d-feff812dcef2,113,10,5,codex,collab,socratesomiliadis/syntheci-shipping,apps/web/src/app/login/page.tsx,6993,6993,,,0.0524475,random,codex|collab
75b18be8-e67d-47e8-a455-59d962498119,157,10,5,claude_code,vibe,m0nhawk/incomplete.fun,app/symmetry/symmetry-canvas.tsx,6928,7212,7677,0.9024358473361991,0.02598,random,claude_code|vibe
019d4f1d-0e1e-7561-95a4-03df99f243b3,191,10,5,codex,collab,entireio/cli-checkpoints,docs/plans/2026-04-02-summary-browser-design.md,6902,6902,,,0.0258825,random,codex|collab
019d4f2c-d686-7be2-be93-3f7617272bb4,160,10,5,codex,unknown,entireio/cli-checkpoints,docs/plans/2026-04-02-summary-browser-design.md,6902,6902,,,0.0258825,random,codex|unknown
019d4f2b-21be-7bd1-88d1-db1efb76146d,160,10,5,codex,human,entireio/cli-checkpoints,docs/plans/2026-04-02-summary-browser-design.md,6902,6902,,,0.0258825,random,codex|human
019dacfd-b948-7400-bfdf-9ec1d17d5b7d,12064,10,5,codex,human,AI-Stats/AI-Stats,apps/web/src/app/(dashboard)/settings/credits/page.tsx,6853,6853,,,0.0239855,random,codex|human
cead13cc-91f7-494a-9e9d-d07947b6698d,215,10,5,claude_code,vibe,iamngoni/WhatTheLoad,WhatTheLoad/MenuBar/MenuBarController.swift,6797,7174,5292,1.2843915343915344,0.04248125,random,claude_code|vibe
2cae28a4-28e8-4bfa-9225-7682543f3664,19510,10,5,claude_code,unknown,scottdensmore/MovieSwiftUI,MovieSwift/MovieSwiftTests/ErrorDiagnosticTests.swift,6723,7162,7270,0.9247592847317744,0.04201875,random,claude_code|unknown
ses_13b35c13effe30uRj2194KcdyF,986,10,5,opencode,vibe,Coderx85/wave,/home/coderx85/Projects/Work/.GITHUB/wave/server/src/lib/tigerbeetle/client.ts,6643,7345,1802,3.6864594894561598,,random,opencode|vibe
d38e7bf6-e498-4038-aa48-b1c6455dadc0,186,10,5,claude_code,vibe,entireio/cli-checkpoints,cmd/entire/cli/summarytui/detail_page.go,6620,7421,6885,0.9615105301379812,0.041375,random,claude_code|vibe
33dc6cdd-e1df-4330-8d95-9a10ca56ff0f,459,10,5,claude_code,unknown,rolopez23/vanilla-rebuild,.claude/skills/learn-from-mistakes/SKILL.md,6387,6738,5416,1.1792836041358936,0.02395125,random,claude_code|unknown
ea3890fe-45dd-42fd-95cd-6e6f4b118ec3,97,10,5,claude_code,vibe,roo-oliv/monodreams,MonoDreams/System/Collision/CollisionDetectionSystem.cs,6295,6567,7761,0.8111068161319418,0.03934375,random,claude_code|vibe
019d7e40-7150-7df3-b034-a8421746ef80,650,10,5,codex,human,entireio/git-sync,internal/syncer/benchmark_test.go,6072,6072,,,0.02277,random,codex|human
019d7e3d-0164-79d1-af76-e4ee6689b94f,650,10,5,codex,human,entireio/git-sync,internal/syncer/benchmark_test.go,6072,6072,,,0.02277,random,codex|human
019d7d08-46c9-7f73-affe-4e6ca9852d56,781,10,5,codex,human,entireio/git-sync,internal/syncer/benchmark_test.go,6072,6072,,,0.02277,random,codex|human
019d7e48-96e2-77a0-b4ce-607c7aba4b96,650,10,5,codex,human,entireio/git-sync,internal/syncer/benchmark_test.go,6072,6072,,,0.02277,random,codex|human
019d7e3e-fae8-7a02-86dc-fa6bbec0caab,650,10,5,codex,human,entireio/git-sync,internal/syncer/benchmark_test.go,6072,6072,,,0.02277,random,codex|human
0a0c946f-f913-4d4c-855b-d7a34e7c6fc0,473,10,5,claude_code,human,heath0xFF/fornax,/Users/heath/code/fornax-ios/FornaxMobile/Services/LLMClient.swift,5982,6257,5096,1.173861852433281,0.0224325,random,claude_code|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,456,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/.cursor/plans/concurrency_lib_design_0995abba.plan.md,5767,5949,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,456,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/.cursor/plans/concurrency_lib_design_0995abba.plan.md,5767,5949,,,,random,cursor|human
0eedd33c-5107-4a93-80fe-c7030aed1c42,456,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/.cursor/plans/concurrency_lib_design_0995abba.plan.md,5767,5949,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-85ecbc8a50f8,463,10,5,cursor,collab,Toubat/arche,/Users/toubatbrian/.cursor/plans/concurrency_lib_design_0995abba.plan.md,5767,5949,,,,random,cursor|collab
4d4ff12e-ad32-4d6b-ae11-5050541579cc,747,10,5,claude_code,human,marcus-sa/brain,tests/smoke/unified-identity/auth-rewiring.test.ts,5735,6094,7726,0.7422987315557856,0.03584375,random,claude_code|human
09d48dd4-fbf3-4dcc-99ac-6c6c405146db,119,10,5,claude_code,unknown,yonyon-web/sodateru-wiki,web-ui/src/lib/components/SpreadsheetTable.svelte,5733,7081,5354,1.0707881957415017,0.02149875,random,claude_code|unknown
110012e2-2c49-4d16-9e83-bf31b64a12ef,261,10,5,claude_code,vibe,roo-oliv/monodreams,docs/physics/premises.md,5679,5941,,,0.03549375,random,claude_code|vibe
ses_1ba93b190ffeGu7Au41Wef54YI,64,10,5,opencode,unknown,cpolzer/sphinx-need-sysml,docs/examples/vehicle_system.rst,5648,6083,4141,1.3639217580294616,,random,opencode|unknown
763e0b75-dd74-49da-9e0a-a07f8e0b46a0-e2ec057c4768,217,10,5,cursor,collab,jakobtfaber/dsa110-FLITS,/Users/jakobfaber/Developer/repos/github.com/jakobtfaber/dsa110-FLITS/scripts/query_machine_inventory.py,5627,6079,,,,random,cursor|collab
0042d351-fad5-4c90-8890-a26276efc046,2293,10,5,claude_code,human,pcastelo/lock_code_manager,/Users/raman/.claude/plans/jolly-wandering-moonbeam.md,5302,5534,12689,0.4178422255496887,0.0331375,random,claude_code|human
cc5092e5-6482-40ca-951f-3feede316e2d,486,10,5,claude_code,unknown,KennytheLema/Prototype_Agent,.claude/skills/application-tracker/SKILL.md,5185,5495,5,1037.0,0.03240625,random,claude_code|unknown
ca2f8b89-21d0-4da2-91f1-7b17c04613a4,3017,10,5,claude_code,human,ngngardner/readaloud,apps/readaloud_importer/lib/readaloud_importer/epub_parser.ex,5159,5528,3742,1.3786745056119722,0.03224375,random,claude_code|human
20430269-c3d6-46f0-a275-830e2c7009f4,1506,10,5,claude_code,human,TheurgicDuke771/DataQ,.github/workflows/ci.yml,5128,5999,,,0.03205,random,claude_code|human
019e8c4a-fce8-7c63-a3e9-08fd96884c12-ba3d321274cb,1482,10,5,codex,unknown,evorto-app/app,tests/specs/events/event-viewports.spec.ts,5108,5108,,,0.03831,random,codex|unknown
019e8c4a-fce8-7c63-a3e9-08fd96884c12-e096ea147a34,1482,10,5,codex,unknown,evorto-app/app,tests/specs/events/event-viewports.spec.ts,5108,5108,,,0.03831,random,codex|unknown
ses_13b35c13effe30uRj2194KcdyF,790,10,5,opencode,vibe,Coderx85/wave,transfer-service/src/tigerbeetle/mod.rs,5053,5378,,,,random,opencode|vibe
d2d186ba-d564-4b3b-87da-22715d5ae5a9,1664,10,5,claude_code,human,ta93abe/data-engineering-with-cloudflare,sql-editor/src/components/ResultPanel.tsx,4833,5301,154,31.383116883116884,0.03020625,random,claude_code|human
9b4082f1-6f1a-4674-80fc-628e3964b57a,4959,10,5,claude_code,human,raman325/lock_code_manager,TODO.md,4806,5033,4600,1.0447826086956522,0.0300375,random,claude_code|human
019dc501-80a1-74a3-8366-beca50119213,3165,10,5,codex,human,geroitscompiling/hackathon_Buena,src/styles.css,4704,4704,,,0.01764,random,codex|human
ses_13b35c13effe30uRj2194KcdyF,779,10,5,opencode,vibe,Coderx85/wave,transfer-service/src/tigerbeetle/mod.rs,4662,4968,,,,random,opencode|vibe
019da4be-9910-7613-b3bd-e89485f61ec9,1357,10,5,codex,human,AI-Stats/AI-Stats,apps/web/src/app/(auth)/auth/callback/route.ts,4649,4649,,,0.0162715,random,codex|human
498e7cd9-66a2-4a93-abd2-c4f91111f643,76,10,5,claude_code,vibe,wilsonsilva/jsonrpc-middleware,spec/jsonrpc/errors/parse_error_spec.rb,4625,4908,93,49.73118279569893,0.01734375,random,claude_code|vibe
e543e4e4-dcd1-46c6-8a8d-94f721f1c92b,292,10,5,claude_code,vibe,cyyeh/duckdb-data-agent,frontend/src/agent/agentService.ts,4620,4889,6423,0.7192900513778608,0.028875,random,claude_code|vibe
6408b42b-dd62-42c9-91f4-aee6ccf53330,291,10,5,claude_code,vibe,entireio/cli-checkpoints,/Users/alisha/.claude/plans/sleepy-jingling-quokka.md,4440,4657,,,0.02775,random,claude_code|vibe
82ac47c3-a56d-48c9-a012-253c1bc89f3e,2077,10,5,claude_code,unknown,lightfastai/lightfast,apps/codex-sidebar-demo/src/renderer/src/main.ts,4425,4778,1708,2.590749414519906,0.02765625,random,claude_code|unknown
019d7d08-46c9-7f73-affe-4e6ca9852d56,9151,10,5,codex,human,entireio/git-sync,pkg/gitsync/client_test.go,4344,4344,,,0.01629,random,codex|human
019db132-320b-7332-a5bb-b8938c19e2b4,141,10,5,codex,unknown,JustinBeaudry/kb,tests/session-summary.test.ts,4310,4310,,,0.0161625,random,codex|unknown
057778d9-bba0-4d86-8f8d-2a5b6c3bc736,134,10,5,claude_code,vibe,cyyeh/duckdb-data-agent,backend/tests/test_stream_chart_capture.py,4310,4776,2749,1.5678428519461622,0.0269375,random,claude_code|vibe
ce8c32dc-4379-4162-9ca7-f9d7eee44100,605,10,5,claude_code,human,entireio/cli-checkpoints,cmd/entire/cli/agent/cursor/chatexport.go,4275,4754,5806,0.7363072683430933,0.02671875,random,claude_code|human
ses_178885d42ffe8daG4lOcU4Vm8r,220,10,5,opencode,vibe,Coderx85/wave,src/index.css,4130,4384,3235,1.276661514683153,,random,opencode|vibe
365d352f-dac3-45cb-b6c6-37756d43c24f,123,10,5,claude_code,human,feltroidprime/s2morrow,src/services/FalconService.ts,4080,4349,4161,0.9805335255948089,0.0153,random,claude_code|human
bbba162e-90dd-42e9-b503-21fe4860c889,1823,10,5,claude_code,unknown,ainaive/agentcenter-nuxt,cli/src/installers/index.ts,3997,4288,964,4.1462655601659755,0.02498125,random,claude_code|unknown
019df593-df56-7f01-9232-d963a5b545ef,4489,10,5,codex,unknown,fogodev/ars-ui,xtask/src/e2e.rs,3976,3976,,,0.02982,random,codex|unknown
019e8c4a-fce8-7c63-a3e9-08fd96884c12-ba3d321274cb,42755,10,5,codex,unknown,evorto-app/app,helpers/testing/relaunch-scope-source.spec.ts,3861,3861,,,0.0289575,random,codex|unknown
019e8c4a-fce8-7c63-a3e9-08fd96884c12-e096ea147a34,42755,10,5,codex,unknown,evorto-app/app,helpers/testing/relaunch-scope-source.spec.ts,3861,3861,,,0.0289575,random,codex|unknown
ses_13b35c13effe30uRj2194KcdyF,1000,10,5,opencode,vibe,Coderx85/wave,/home/coderx85/Projects/Work/.GITHUB/wave/server/src/lib/transfer-service/types.ts,3858,4097,4133,0.9334623759980644,,random,opencode|vibe
d598ed9c-aa38-4d7d-815e-9ddbdf28ce95,185,10,5,claude_code,unknown,harusame-dev/formawork.ai,apps/web/features/auth/change-password/change-password.medium.server.test.ts,3747,4441,5459,0.6863894486169628,0.02341875,random,claude_code|unknown
20430269-c3d6-46f0-a275-830e2c7009f4,166,10,5,claude_code,human,TheurgicDuke771/DataQ,/Users/arijit/.claude/projects/-Users-arijit-Coding-Python-DataQ/memory/feedback_working_agreements.md,3745,3962,,,0.02340625,random,claude_code|human
a680cc5e-06bc-4b55-b4b6-38f7b2fa7e61,435,10,5,claude_code,vibe,E2E-Solution/cli,/Users/evisdrenova/.claude/plans/resilient-squishing-fern.md,3715,3940,7637,0.4864475579416001,0.02321875,random,claude_code|vibe
80826375-ebca-4d26-8b98-073ea2658552,314,10,5,claude_code,human,pc035860/cee,.factory/docs/2026-03-14-narrow-window-friendly-status-bar.md,3696,5601,2600,1.4215384615384616,0.0231,random,claude_code|human
d305a67d-f315-4d5b-9481-8b86594e1c44,705,10,5,cursor,collab,SnowingFox/ai-skills,/Users/bytedance/dev/ai-skills/apps/web/src/app/api/skills/search/route.ts,3541,3754,,,,random,cursor|collab
233712ad-9679-40e0-bc3a-3cafadc74605,490,10,5,claude_code,vibe,blackgirlbytes/planetfall-seed-signalkit,/Users/goose-guest/.claude/projects/-Users-goose-guest-Documents-work-planetfall-seed-signalkit/memory/project-story-frame.md,3531,3802,2143,1.647690153989734,0.02206875,random,claude_code|vibe
019dacfd-b948-7400-bfdf-9ec1d17d5b7d,1405,10,5,codex,human,AI-Stats/AI-Stats,E:/ai-stats-public/apps/web/src/app/(dashboard)/models/[organisationId]/[modelId]/page.tsx,3503,3503,,,0.0122605,random,codex|human
7cac47ca-813b-4b80-9a5c-9b4c1b2f40ab,2099,10,5,claude_code,unknown,ainaive/agentcenter-nuxt,app/pages/profile.vue,3501,3819,3685,0.9500678426051561,0.02188125,random,claude_code|unknown
ses_21fe8236affe6PLtvjqX46VFA2,17,10,5,opencode,vibe,eitatech/gatomia-vscode,docs/architecture/orchestration/orchestration-ui-contract.md,3445,3521,1850,1.8621621621621622,0.01291875,random,opencode|vibe
ed432a47-ed47-4fe2-8cd0-017bb734ae6a,665,10,5,claude_code,unknown,ainaive/agentcenter-nuxt,server/utils/extensions-state.ts,3430,3691,3855,0.8897535667963683,0.0214375,random,claude_code|unknown
ece0c335-b191-4284-8ae5-19a49fa8c576,333,10,5,claude_code,human,E2E-Solution/cli,/Users/dip/.claude/plans/hidden-gathering-turing.md,3294,3494,,,0.0205875,random,claude_code|human
019dc518-3305-79e0-800f-0dc68750364a-e71441316f87,1493,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,3290,3290,,,0.024675,random,codex|unknown
019dc518-3305-79e0-800f-0dc68750364a-ad92dcd80882,1493,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,3290,3290,,,0.024675,random,codex|unknown
019dc518-3305-79e0-800f-0dc68750364a-5447b697343c,1493,10,5,codex,human,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,3290,3290,,,0.024675,random,codex|human
019dc501-80a1-74a3-8366-beca50119213,1672,10,5,codex,human,geroitscompiling/hackathon_Buena,src/mcp/server.ts,3268,3268,,,0.012255,random,codex|human
5bab1193-2c58-4e7e-8811-56028e174718,416,10,5,claude_code,human,entireio/cli-checkpoints,cmd/entire/cli/fetch_rewind_protection_test.go,3267,3622,,,0.02041875,random,claude_code|human
019dc501-80a1-74a3-8366-beca50119213,115,10,5,codex,human,geroitscompiling/hackathon_Buena,src/db/schema.ts,3209,3209,,,0.01203375,random,codex|human
8603fa2a-25c9-4c76-87d4-83228bd296a6,7904,10,5,claude_code,human,TheurgicDuke771/DataQ,frontend/src/components/connections/ConnectionDrawer.tsx,3171,3419,4765,0.6654774396642182,0.01981875,random,claude_code|human
019ed5fe-ec49-7a72-89fd-f38e323f5448-9d3868301340,9921,10,5,codex,human,entireio/cli-checkpoints,.tmp-pr-1472-body.md,3137,3137,,,0.0235275,random,codex|human
019ed5fe-ec49-7a72-89fd-f38e323f5448-3cff12398c48,9921,10,5,codex,human,entireio/cli-checkpoints,.tmp-pr-1472-body.md,3137,3137,,,0.0235275,random,codex|human
